                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                0.73108,                0.62304,                 1.1461,                0.85977,                0.82061,                0.87937,                0.68573,                0.83982,                0.77445,                 1.2542,             0.00038634,             0.00038634,             0.00038634
                     29,                0.73416,                0.62083,                  1.145,                0.86832,                0.84555,                0.88975,                0.69699,                0.82431,                0.76431,                 1.2398,              0.0003775,              0.0003775,              0.0003775
                     30,                0.72593,                0.60514,                 1.1305,                0.87709,                0.86769,                0.90594,                0.71965,                0.79869,                0.71086,                 1.2145,             0.00036866,             0.00036866,             0.00036866
                     31,                0.71702,                0.59139,                 1.1261,                0.88849,                0.85826,                0.89432,                 0.7069,                0.80809,                0.69368,                 1.2278,             0.00035982,             0.00035982,             0.00035982
                     32,                 0.7128,                0.57967,                 1.1337,                0.87527,                0.85283,                0.89532,                  0.705,                0.83205,                0.75338,                 1.2381,             0.00035098,             0.00035098,             0.00035098
                     33,                0.70227,                0.57637,                 1.1213,                0.86745,                0.86616,                0.89353,                 0.7103,                0.81426,                0.76416,                 1.2268,             0.00034214,             0.00034214,             0.00034214
                     34,                0.69217,                0.57899,                 1.1146,                 0.8887,                0.84211,                0.89711,                0.72296,                 0.7781,                0.72905,                 1.2024,              0.0003333,              0.0003333,              0.0003333
                     35,                0.68917,                0.56341,                 1.1154,                0.87565,                0.85464,                0.88911,                0.71255,                0.79034,                0.71419,                  1.204,             0.00032446,             0.00032446,             0.00032446
                     36,                0.68589,                0.55537,                 1.1096,                0.89447,                0.84139,                0.89997,                0.72107,                0.79743,                0.70828,                 1.2079,             0.00031562,             0.00031562,             0.00031562
                     37,                0.68534,                0.55108,                 1.1096,                0.88132,                 0.8785,                0.90901,                0.72996,                0.78866,                0.67394,                 1.1973,             0.00030679,             0.00030679,             0.00030679
                     38,                0.67168,                0.53293,                 1.1028,                0.89108,                0.87238,                0.90661,                0.73438,                0.78911,                0.69037,                 1.2045,             0.00029795,             0.00029795,             0.00029795
                     39,                0.66327,                0.53447,                 1.1005,                0.88755,                0.86618,                0.90215,                0.72718,                0.76952,                0.67858,                 1.2004,             0.00028911,             0.00028911,             0.00028911
                     40,                0.67079,                0.53344,                 1.1075,                0.90546,                0.86325,                0.90207,                0.73525,                0.74465,                0.67503,                 1.1644,             0.00028027,             0.00028027,             0.00028027
                     41,                0.65798,                0.52621,                 1.0997,                0.90606,                0.87352,                0.91304,                0.73779,                0.76633,                0.66283,                  1.208,             0.00027143,             0.00027143,             0.00027143
                     42,                0.65825,                0.51232,                 1.0925,                0.89356,                0.86415,                0.90329,                0.73568,                0.75232,                0.70398,                 1.1688,             0.00026259,             0.00026259,             0.00026259
                     43,                0.65031,                0.51306,                 1.0934,                0.91687,                0.86972,                0.91311,                0.74349,                0.75896,                0.66718,                 1.1942,             0.00025375,             0.00025375,             0.00025375
                     44,                 0.6483,                0.50546,                 1.0897,                0.91374,                0.86113,                0.91012,                0.74094,                0.74386,                0.65575,                 1.1837,             0.00024491,             0.00024491,             0.00024491
                     45,                0.64438,                0.50302,                 1.0909,                0.89362,                 0.8749,                 0.9086,                0.73789,                0.75988,                0.65852,                 1.2007,             0.00023607,             0.00023607,             0.00023607
                     46,                0.65283,                0.48739,                  1.088,                0.90611,                0.85837,                0.90441,                0.74253,                0.75025,                0.69308,                 1.1751,             0.00022723,             0.00022723,             0.00022723
                     47,                0.62862,                0.47448,                 1.0736,                0.91843,                0.86341,                0.91277,                0.74621,                0.74884,                0.65064,                  1.184,             0.00021839,             0.00021839,             0.00021839
                     48,                0.63133,                0.48589,                 1.0764,                 0.9048,                0.87293,                0.91509,                0.74695,                0.73043,                 0.6247,                 1.1788,             0.00020955,             0.00020955,             0.00020955
                     49,                0.62234,                0.47942,                 1.0727,                0.89927,                0.86976,                0.90545,                0.73857,                0.74234,                0.67055,                 1.1765,             0.00020071,             0.00020071,             0.00020071
                     50,                0.60944,                0.45844,                 1.0688,                0.91868,                0.87292,                0.91492,                0.75104,                0.73902,                0.65709,                 1.1738,             0.00019188,             0.00019188,             0.00019188
                     51,                0.62481,                0.46402,                 1.0766,                0.91867,                0.86937,                0.91332,                0.74777,                0.74903,                0.66478,                 1.1918,             0.00018304,             0.00018304,             0.00018304
                     52,                0.60794,                0.45177,                  1.068,                0.91024,                0.88089,                0.91004,                0.75146,                0.72918,                0.67766,                 1.1704,              0.0001742,              0.0001742,              0.0001742
                     53,                0.59854,                0.44598,                 1.0607,                0.90749,                0.87826,                0.91115,                0.75367,                0.71644,                0.64925,                 1.1571,             0.00016536,             0.00016536,             0.00016536
                     54,                0.60258,                0.44332,                 1.0609,                0.90828,                 0.8827,                0.91087,                0.75635,                0.73324,                0.67215,                 1.1701,             0.00015652,             0.00015652,             0.00015652
                     55,                 0.5993,                0.43858,                 1.0646,                0.92965,                0.86808,                0.91551,                0.76456,                0.71585,                0.63886,                 1.1653,             0.00014768,             0.00014768,             0.00014768
                     56,                0.60179,                0.43907,                 1.0636,                0.92013,                0.88406,                0.91949,                0.76511,                0.69843,                0.64259,                 1.1406,             0.00013884,             0.00013884,             0.00013884
                     57,                0.58899,                0.43428,                 1.0575,                0.91661,                0.88797,                0.91598,                0.76392,                0.70002,                0.63931,                 1.1417,                0.00013,                0.00013,                0.00013
                     58,                0.59476,                0.42803,                 1.0649,                 0.9179,                0.88697,                0.91272,                 0.7647,                0.68726,                0.63501,                 1.1482,             0.00012116,             0.00012116,             0.00012116
                     59,                0.57564,                0.41832,                 1.0506,                0.91664,                0.88002,                0.91531,                0.76472,                0.71342,                0.68128,                 1.1584,             0.00011232,             0.00011232,             0.00011232
                     60,                0.57914,                0.41661,                 1.0508,                0.92085,                0.88881,                0.91847,                0.76712,                0.69124,                0.64203,                 1.1434,             0.00010348,             0.00010348,             0.00010348
                     61,                0.49393,                0.33804,                0.98948,                 0.9232,                0.88292,                 0.9154,                0.76857,                0.70239,                0.65699,                 1.1432,             9.4643e-05,             9.4643e-05,             9.4643e-05
                     62,                 0.4726,                0.30432,                0.97596,                0.92818,                0.88619,                 0.9168,                 0.7724,                0.68359,                0.66274,                  1.138,             8.5804e-05,             8.5804e-05,             8.5804e-05
                     63,                0.46608,                0.30001,                0.97291,                0.93406,                0.87212,                0.91402,                0.76654,                0.68728,                0.66801,                 1.1489,             7.6964e-05,             7.6964e-05,             7.6964e-05
                     64,                0.45845,                0.29328,                0.96755,                0.92952,                0.87823,                0.91417,                0.77014,                0.68324,                0.65501,                 1.1458,             6.8125e-05,             6.8125e-05,             6.8125e-05
                     65,                0.45526,                 0.2942,                0.96677,                0.93722,                0.87616,                0.91351,                0.77414,                0.67973,                0.65623,                 1.1493,             5.9286e-05,             5.9286e-05,             5.9286e-05
                     66,                0.44797,                0.28815,                0.96254,                0.93081,                0.88451,                0.91531,                  0.777,                0.67895,                0.65362,                  1.153,             5.0446e-05,             5.0446e-05,             5.0446e-05
                     67,                0.44108,                0.27744,                0.95566,                0.93048,                0.88392,                0.91723,                 0.7763,                0.67744,                0.64434,                 1.1531,             4.1607e-05,             4.1607e-05,             4.1607e-05
                     68,                0.43475,                0.27332,                0.95105,                0.93548,                0.87899,                0.91633,                0.78001,                0.67449,                0.64948,                 1.1433,             3.2768e-05,             3.2768e-05,             3.2768e-05
                     69,                0.43322,                0.27035,                0.95297,                0.93613,                0.87879,                0.91714,                0.77911,                0.67245,                0.66435,                 1.1467,             2.3929e-05,             2.3929e-05,             2.3929e-05
                     70,                0.43163,                0.26757,                0.95075,                 0.9376,                0.87821,                0.91752,                0.77989,                0.66972,                0.65251,                  1.146,             1.5089e-05,             1.5089e-05,             1.5089e-05
